Time,medium.com-fo,mojok.co-fo,ugm.ac.id-fo,medium.com-wireless,mojok.co-wireless,ugm.ac.id-wireless
2023-07-07 9:12:35,27.435,17.53777778,10.2175,11.13,17.23875,
2023-07-07 9:12:38,39.91833333,16.57875,3.32375,14.83166667,20.84625,
2023-07-07 9:12:40,29.97666667,19.77285714,3.2225,12.51,19.905,
2023-07-07 9:12:43,13.96083333,18.705,4.17625,21.56666667,20.74,
2023-07-07 9:12:45,17.21416667,41.92,5.05125,128.61,17.82857143,
2023-07-07 9:12:48,15.47916667,32.02222222,17.105,31.455,20.82428571,
2023-07-07 9:12:50,12.51583333,19.54666667,5.61875,43.355,30.23285714,
2023-07-07 9:12:53,9.530833333,37.76857143,31.60125,150.0616667,18.50285714,
2023-07-07 9:12:55,9.4575,54.04444444,4.465,83.82666667,26.95857143,
2023-07-07 9:12:58,9.9175,65.67625,3.59375,17.19333333,20.7225,
2023-07-07 9:13:00,11.18583333,60.24,5.63,19.11833333,19.64285714,
2023-07-07 9:13:03,9.94,19.81375,3.9025,22.72,22.31222222,
2023-07-07 9:13:05,11.57083333,21.65125,9.70875,16.59,18.3925,
2023-07-07 9:13:08,12.62583333,63.90333333,3.70625,37.47,22.61222222,
2023-07-07 9:13:10,19.02416667,48.03285714,5.50375,26.75166667,18.08857143,
2023-07-07 9:13:13,35.38416667,21.07888889,17.1725,25.36,17.88,
2023-07-07 9:13:15,38.68454545,27.62,18.60125,18.20833333,17.44,
2023-07-07 9:13:18,20.70636364,20.67333333,5.61875,27.085,20.7825,
2023-07-07 9:13:20,9.678333333,23.72,5.985,23.52166667,20.09,
2023-07-07 9:13:23,8.658333333,19.88285714,32.66125,63.11833333,20.49888889,
2023-07-07 9:13:25,23.66,16.75333333,7.9525,28.06333333,18.51875,
2023-07-07 9:13:28,23.56583333,21.64111111,4.1625,11.18666667,19.17888889,
2023-07-07 9:13:30,13.86666667,46.67,8.50125,11.635,15.00714286,
2023-07-07 9:13:33,14.7825,17.76,16.815,25.74,19.12777778,
2023-07-07 9:13:35,14.77416667,57.20125,9.27,112.4883333,24.9325,
2023-07-07 9:13:38,13.89090909,29.41285714,5.66375,67.34333333,19.61555556,
2023-07-07 9:13:40,8.451818182,15.505,16.775,13.46833333,29.21857143,
2023-07-07 9:13:43,8.861666667,16.05571429,13.055,142.1,23.71444444,
2023-07-07 9:13:45,8.803333333,30.0425,4.97125,67.54,19,
2023-07-07 9:13:48,9.71,23.3825,32.97375,57.17833333,17.86888889,
2023-07-07 9:13:50,9.945,41.27,5.29375,28.15,16.89571429,
2023-07-07 9:13:53,9.459166667,74.8,8.63625,25.515,20.58714286,
2023-07-07 9:13:55,9.065,17.1675,11.5075,80.46666667,16.6275,
2023-07-07 9:13:58,9.593333333,26.484,31.6825,26.96333333,18.9275,
2023-07-07 9:14:00,10.105,24.402,13.09125,10.85333333,20.9825,
2023-07-07 9:14:03,20.305,40.59555556,6.93625,18.555,20.4325,
2023-07-07 9:14:05,21.71833333,34.68285714,14.5125,14.84,18.48,
2023-07-07 9:14:08,13.28833333,23.29285714,8.72625,17.77166667,23.05428571,
2023-07-07 9:14:08,13.92,33.46444444,16.3375,12.36,23.23428571,
2023-07-07 9:14:10,31.39,20.11857143,22.16125,11.71833333,20.12285714,
2023-07-07 9:14:13,32.92636364,30.79777778,70.99625,34.15333333,22.97285714,
2023-07-07 9:14:15,32.75272727,30.19333333,5.41875,26.12333333,20.542,
2023-07-07 9:14:18,80.29333333,21.79,3.65875,15.54,25.71375,
2023-07-07 9:14:20,60.31416667,42.48833333,5.32625,16.84,21.84875,
2023-07-07 9:14:23,8.825,46.07285714,109.8757143,17.385,91.21,
2023-07-07 9:14:25,9.741666667,31.84555556,19.8425,15.30833333,574.26,
2023-07-07 9:14:28,9.461666667,52.67,15.87625,10.92333333,82.40333333,
2023-07-07 9:14:30,8.734166667,46.81875,4.4325,23.225,91,
2023-07-07 9:14:33,9.399166667,77.46875,18.5575,16.365,53.44555556,
2023-07-07 9:14:35,11.83583333,18.18625,2.795,20.32833333,53.19125,
2023-07-07 9:14:38,11.83166667,21.95125,4.86875,13.67833333,129.715,
2023-07-07 9:14:40,9.856666667,27.11285714,5.67875,27.905,21.51,
2023-07-07 9:14:43,19.45583333,24.16,6.7625,20.18166667,20.41375,
2023-07-07 9:14:45,18.97166667,52.37875,9.24875,13.81666667,125.2477778,
2023-07-07 9:14:48,20.145,82.7225,3.05125,16.375,17.95285714,
2023-07-07 9:14:50,21.03166667,31.99428571,3.5775,18.06166667,22.64,
2023-07-07 9:14:53,9.9625,19.99666667,7.7875,11.155,126.1275,
2023-07-07 9:14:55,11.29416667,20.21,9.46625,11.99666667,23.08333333,
2023-07-07 9:14:58,11.3325,18.745,5.68875,20.24333333,25.907,
2023-07-07 9:15:00,9.986666667,85.28875,9.86625,15.61666667,80.94,
